"","nearest_region_name","time","total_precipitation"
"574","Azerbaijan","2018-02-01",192.130723657086
"575","Azerbaijan","2018-03-01",307.053540050983
"576","Azerbaijan","2018-04-01",179.576009828597
"577","Azerbaijan","2018-05-01",119.240641837823
"578","Azerbaijan","2018-06-01",94.3553384505794
"579","Azerbaijan","2018-07-01",307.209346141201
"580","Azerbaijan","2018-08-01",82.6532232519239
"581","Azerbaijan","2018-09-01",163.864674905315
"582","Azerbaijan","2018-10-01",159.907091978937
"583","Azerbaijan","2018-11-01",138.621006827801
"584","Azerbaijan","2018-12-01",259.452250808477
"585","Azerbaijan","2019-01-01",244.239024613053
"586","Azerbaijan","2019-02-01",130.402862809598
"587","Azerbaijan","2019-03-01",259.848702073097
"588","Azerbaijan","2019-04-01",237.219345271587
"589","Azerbaijan","2019-05-01",199.972251627245
"590","Azerbaijan","2019-06-01",101.309005505813
"591","Azerbaijan","2019-07-01",325.329667127109
"592","Azerbaijan","2019-08-01",167.526123780757
"593","Azerbaijan","2019-09-01",193.014343698509
"594","Azerbaijan","2019-10-01",160.054834084411
"595","Azerbaijan","2019-11-01",101.478338267538
"596","Azerbaijan","2019-12-01",174.886446453631
"597","Azerbaijan","2020-01-01",186.999671757221
"598","Azerbaijan","2020-02-01",270.11072723614
"599","Azerbaijan","2020-03-01",85.2070944146835
"600","Azerbaijan","2020-04-01",215.347345102578
"601","Azerbaijan","2020-05-01",293.709023800679
"602","Azerbaijan","2020-06-01",198.009677611175
"603","Azerbaijan","2020-07-01",168.58515651396
"604","Azerbaijan","2020-08-01",169.470317462459
"605","Azerbaijan","2020-09-01",85.5100047031883
"606","Azerbaijan","2020-10-01",112.732899388298
"607","Azerbaijan","2020-11-01",152.669675013516
"608","Azerbaijan","2020-12-01",98.1761259053601
